"Word","Bigram","Conc.M","Conc.SD","Unknown","Total","Percent_known","SUBTLEX","Dom_Pos","Dom_Pos_s"
"physique",0,3.65,1.2,0,26,1,33,"Noun","n"
"phytoplankton",0,3.96,1.28,4,30,0.87,0,"#N/A","f"
"pi",0,3.25,1.73,0,24,1,187,"Noun","n"
"pianist",0,4.69,0.66,0,29,1,86,"Noun","n"
"piano",0,4.9,0.41,0,29,1,1268,"Noun","n"
"piano player",1,4.72,0.84,0,29,1,0,"#N/A","f"
"piano stool",1,4.85,0.36,0,27,1,0,"#N/A","f"
"piano tuner",1,4.28,1.16,0,29,1,0,"#N/A","f"
"piazza",0,3.5,1.5,4,28,0.86,25,"Noun","n"
"piccolo",0,4.71,0.71,1,29,0.97,65,"Name","f"
"pick",0,3.82,1.42,0,28,1,10118,"Verb","v"
"pick out",1,3.07,1.28,0,29,1,0,"#N/A","f"
"pickax",0,4.72,0.89,4,29,0.86,11,"Noun","n"
"pickaxe",0,4.93,0.26,0,28,1,8,"Noun","n"
"picked",0,2.63,1.33,0,30,1,3534,"Verb","v"
"picker",0,3.83,1.36,0,29,1,31,"Noun","n"
"picket",0,4,1.39,0,28,1,113,"Noun","n"
"picket fence",1,4.86,0.58,0,29,1,0,"#N/A","f"
"picket line",1,4.43,1.23,0,28,1,0,"#N/A","f"
"picketer",0,4.38,1.1,1,27,0.96,0,"#N/A","f"
"pickings",0,3.18,1.33,0,28,1,45,"Noun","n"
"pickle",0,4.64,0.91,0,28,1,235,"Noun","n"
"pickled",0,3.91,1.08,1,24,0.96,76,"Adjective","a"
"pickpocket",0,4.03,1.27,0,29,1,38,"Noun","n"
"pickup",0,4.24,1.2,0,25,1,389,"Noun","n"
"pickup truck",1,4.96,0.2,0,25,1,0,"#N/A","f"
"pick-up truck",1,5,0,0,25,1,0,"#N/A","f"
"picky",0,2.11,1.23,0,28,1,111,"Adjective","a"
"picnic",0,4.83,0.47,0,29,1,596,"Noun","n"
"picnicker",0,4.32,1.22,1,26,0.96,1,"Noun","n"
"pictogram",0,4.46,0.98,2,26,0.92,1,"Noun","n"
"pictograph",0,4.41,1.01,1,28,0.96,1,"Noun","n"
"pictographically",0,2.56,1.22,2,29,0.93,0,"#N/A","f"
"pictography",0,3.12,1.57,3,27,0.89,0,"#N/A","f"
"pictorial",0,3.54,1.29,2,30,0.93,10,"Noun","n"
"pictorially",0,2.36,1.1,2,30,0.93,2,"Adverb","r"
"picture",0,4.52,1.01,0,27,1,7061,"Noun","n"
"picture book",1,4.93,0.27,0,27,1,0,"#N/A","f"
"picture frame",1,4.61,0.96,0,28,1,0,"#N/A","f"
"pictured",0,2.86,1.51,0,29,1,134,"Verb","v"
"pictures",0,4.71,0.71,0,28,1,3477,"Noun","n"
"picturesque",0,2.76,1.33,1,30,0.97,25,"Adjective","a"
"pie",0,4.92,0.27,0,26,1,1466,"Noun","n"
"pie chart",1,4.52,1.06,0,31,1,0,"#N/A","f"
"piece",0,4.14,1.24,1,29,0.97,6349,"Noun","n"
"piecemeal",0,2.87,1.49,4,27,0.85,6,"Adverb","r"
"piecework",0,3.09,1.31,4,27,0.85,5,"Noun","n"
"pieceworker",0,4.08,1.26,2,27,0.93,0,"#N/A","f"
"piecing",0,2.55,1.35,1,30,0.97,14,"Verb","v"
"piecrust",0,4.83,0.82,1,25,0.96,0,"#N/A","f"
"pier",0,4.62,0.9,0,29,1,334,"Noun","n"
"pierce",0,3.73,1.31,0,30,1,1313,"Name","f"
"pierced",0,4,1.14,0,27,1,150,"Verb","v"
"piercer",0,3.48,1.42,4,29,0.86,3,"Noun","n"
"piercing",0,4.15,1.03,0,27,1,70,"Verb","v"
"piercingly",0,2.32,0.9,0,25,1,0,"#N/A","f"
"piety",0,1.56,0.82,2,27,0.93,29,"Noun","n"
"pig",0,5,0,0,30,1,1996,"Noun","n"
"pigeon",0,4.71,1.05,0,28,1,301,"Noun","n"
"pigeonhole",0,3,1.52,0,28,1,4,"Noun","n"
"piggish",0,2.88,1.28,2,28,0.93,0,"#N/A","f"
"piggy",0,4.64,0.73,0,28,1,225,"Noun","n"
"piggy bank",1,4.96,0.2,0,26,1,0,"#N/A","f"
"piggyback",0,3.64,1.5,0,28,1,55,"Noun","n"
"piggybank",0,4.83,0.53,0,30,1,0,"#N/A","f"
"pigheaded",0,2.07,1.3,1,29,0.97,34,"Verb","v"
"pigheadedly",0,2.04,1.21,3,28,0.89,2,"Adverb","r"
"pigheadedness",0,2.32,1.28,1,29,0.97,0,"#N/A","f"
"piglet",0,4.93,0.38,0,27,1,108,"Noun","n"
"pigment",0,4.4,0.87,0,25,1,15,"Noun","n"
"pigmentation",0,3.63,1.45,1,28,0.96,16,"Noun","n"
"pigpen",0,4.37,1.03,0,30,1,16,"Noun","n"
"pigskin",0,4.52,0.8,0,27,1,20,"Noun","n"
"pigsty",0,3.91,1.31,1,24,0.96,43,"Noun","n"
"pigtail",0,4.67,0.84,0,30,1,8,"Noun","n"
"pigtailed",0,4.55,0.78,0,29,1,2,"Adjective","a"
"pike",0,4.25,1.21,1,29,0.97,234,"Noun","n"
"pilaf",0,4.2,0.96,1,26,0.96,10,"Noun","n"
"pilates",0,4.21,1.07,1,29,0.97,0,"#N/A","f"
"pile",0,4.56,0.65,0,25,1,672,"Noun","n"
"pile up",1,3.85,1.13,1,28,0.96,0,"#N/A","f"
"piled",0,3.45,1.55,1,30,0.97,76,"Verb","v"
"piles",0,4.19,1.36,1,28,0.96,91,"Noun","n"
"pileup",0,4.45,0.95,0,29,1,40,"Noun","n"
"pilfer",0,3.19,1.47,3,30,0.9,1,"Verb","v"
"pilferer",0,3.28,1.24,3,28,0.89,1,"Noun","n"
"pilfering",0,2.54,1.23,2,30,0.93,18,"Verb","v"
"pilgrim",0,4.43,1.1,0,28,1,188,"Noun","n"
"pilgrimage",0,2.15,1.2,2,29,0.93,58,"Noun","n"
"piling",0,3.69,1.29,2,28,0.93,72,"Verb","v"
"pill",0,4.72,0.8,0,29,1,603,"Noun","n"
"pillage",0,3.22,1.12,2,29,0.93,31,"Verb","v"
"pillager",0,3.56,1.25,1,28,0.96,0,"#N/A","f"
"pillar",0,4.77,0.57,0,30,1,81,"Noun","n"
"pillbox",0,4.96,0.19,0,27,1,25,"Noun","n"
"pillow",0,5,0,0,30,1,581,"Noun","n"
"pillowcase",0,4.93,0.38,0,27,1,33,"Noun","n"
"pillowing",0,2.48,1.27,4,27,0.85,0,"#N/A","f"
"pilot",0,4.67,0.88,1,28,0.96,1360,"Noun","n"
"pilothouse",0,4.37,1.08,2,29,0.93,4,"Noun","n"
"piloting",0,3.12,1.24,0,25,1,25,"Verb","v"
"pilotless",0,2.89,1.42,1,28,0.96,1,"Adjective","a"
"pimento",0,4.64,1.11,2,27,0.93,4,"Noun","n"
"pimp",0,4.18,1.02,0,28,1,440,"Noun","n"
"pimping",0,2.15,1.1,1,28,0.96,55,"Verb","v"
"pimple",0,4.77,0.62,0,31,1,85,"Noun","n"
"pimpled",0,4.29,1.01,0,28,1,2,"Adjective","a"
"pin",0,4.92,0.4,0,25,1,835,"Noun","n"
"pin down",1,3.17,1.47,0,29,1,0,"#N/A","f"
"PIN number",1,4.17,1.2,0,29,1,0,"#N/A","f"
"pina colada",1,4.62,1.01,0,29,1,0,"#N/A","f"
"pinball",0,4.48,1.16,2,29,0.93,78,"Noun","n"
"pincer",0,4,1.35,4,27,0.85,13,"Noun","n"
"pincers",0,4.21,1.34,2,30,0.93,6,"Noun","n"
"pinch",0,4,1.2,0,29,1,312,"Noun","n"
"pinched",0,3.45,1.59,0,29,1,138,"Verb","v"
"pincher",0,4.07,1,0,27,1,11,"Name","f"
"pinching",0,4.11,1.07,0,28,1,57,"Verb","v"
"pincushion",0,4.69,0.88,0,26,1,9,"Noun","n"
"pine",0,4.37,1.16,0,30,1,316,"Noun","n"
"pine needle",1,4.74,0.66,0,27,1,0,"#N/A","f"
"pine tree",1,4.96,0.2,0,26,1,0,"#N/A","f"
"pineapple",0,4.94,0.4,4,5870,1,130,"Noun","n"
"pinecone",0,4.85,0.46,1,28,0.96,13,"Noun","n"
"pined",0,2.5,1.39,1,27,0.96,5,"Verb","v"
"pinewood",0,4.74,0.53,1,28,0.96,15,"Name","f"
"pinewoods",0,4.82,0.39,1,29,0.97,0,"#N/A","f"
"piney",0,2.83,1.4,4,28,0.86,8,"Noun","n"
"ping",0,3.17,1.44,2,25,0.92,168,"Noun","n"
"ping-pong ball",1,4.85,0.6,0,27,1,0,"#N/A","f"
"ping-pong table",1,4.93,0.26,0,29,1,0,"#N/A","f"
"pinhead",0,3.75,1.27,0,28,1,43,"Noun","n"
"pinheaded",0,2.22,1.42,1,28,0.96,1,"Adjective","a"
"pinhole",0,4.75,0.52,1,29,0.97,12,"Noun","n"
"pining",0,2.21,1.11,1,30,0.97,44,"Verb","v"
"pink",0,3.93,1.33,0,28,1,1452,"Adjective","a"
"pinkeye",0,4.72,0.45,0,29,1,2,"Verb","v"
"pinkie",0,4.39,1.23,0,28,1,85,"Noun","n"
"pinkish",0,3.07,1.48,0,30,1,4,"Adjective","a"
"pinkness",0,3.58,1.33,1,27,0.96,0,"#N/A","f"
"pinky",0,4.18,1.39,0,28,1,282,"Name","f"
"pinnacle",0,2.67,1.56,0,30,1,22,"Noun","n"
"pinned",0,3.52,1.4,2,29,0.93,231,"Verb","v"
"pinning",0,3.26,1.58,1,28,0.96,43,"Verb","v"
"pinpoint",0,2.54,1.39,1,27,0.96,92,"Verb","v"
"pinprick",0,4.04,1.24,2,27,0.93,8,"Noun","n"
"pinstripe",0,4.59,0.89,0,27,1,10,"Noun","n"
"pint",0,4.43,0.84,0,28,1,167,"Noun","n"
"pintsize",0,3.67,1.39,1,28,0.96,1,"Verb","v"
"pinup",0,4,1.21,0,23,1,28,"Noun","n"
"pinwheel",0,4.66,0.86,0,29,1,7,"Noun","n"
"pioneer",0,4.04,1.04,0,28,1,106,"Noun","n"
"pious",0,1.58,0.99,3,29,0.9,48,"Adjective","a"
"piously",0,1.71,0.94,3,31,0.9,0,"#N/A","f"
"pipe",0,4.88,0.33,0,26,1,989,"Noun","n"
"pipe fitter",1,4.23,1.21,2,28,0.93,0,"#N/A","f"
"piped",0,3.04,1.4,2,30,0.93,13,"Verb","v"
"pipedream",0,2.25,1.46,1,29,0.97,0,"#N/A","f"
"pipeline",0,4.68,0.86,0,28,1,114,"Noun","n"
"pipette",0,3.88,1.48,4,30,0.87,1,"Noun","n"
"piping",0,4.4,0.91,2,27,0.93,36,"Noun","n"
"pipsqueak",0,2.8,1.42,0,30,1,22,"Noun","n"
"piracy",0,2.81,1.39,0,27,1,41,"Noun","n"
"piranha",0,4.76,0.83,1,26,0.96,60,"Noun","n"
"pirate",0,4.64,0.78,0,28,1,375,"Noun","n"
"piss",0,4.73,0.69,0,30,1,1203,"Verb","v"
"piss off",1,2.68,1.49,1,29,0.97,0,"#N/A","f"
"pissed",0,2.38,1.3,0,26,1,1300,"Verb","v"
"pissed off",1,2.63,1.31,0,27,1,0,"#N/A","f"
"pisser",0,3.52,1.53,3,28,0.89,29,"Noun","n"
"pistachio",0,4.93,0.26,0,28,1,77,"Noun","n"
"pistol",0,4.89,0.42,0,28,1,513,"Noun","n"
"pistol grip",1,4.44,1.22,0,27,1,0,"#N/A","f"
"piston",0,4.81,0.56,0,27,1,60,"Noun","n"
"pit",0,4.68,0.61,0,28,1,674,"Noun","n"
"pit stop",1,3.78,1.34,0,27,1,0,"#N/A","f"
"pita",0,4.29,1.24,1,29,0.97,57,"Noun","n"
"pitbull",0,5,0,0,28,1,0,"#N/A","f"
"pitch",0,4,0.98,1,29,0.97,792,"Noun","n"
"pitcher",0,4.93,0.27,0,27,1,165,"Noun","n"
"pitchfork",0,5,0,0,28,1,35,"Noun","n"
"pitching",0,3.82,1.33,0,28,1,192,"Verb","v"
"pitchman",0,3.88,1.05,4,29,0.86,5,"Noun","n"
"pitchy",0,3.16,1.34,2,27,0.93,0,"#N/A","f"
"piteous",0,1.62,0.92,2,26,0.92,8,"Adjective","a"
"pitfall",0,2.85,1.54,0,26,1,1,"Noun","n"
"pithily",0,2.04,1.14,2,27,0.93,0,"#N/A","f"
"pitiable",0,1.72,1.14,4,29,0.86,7,"Adjective","a"
"pitiful",0,1.64,1.04,0,25,1,196,"Adjective","a"
"pitifully",0,1.86,0.99,1,30,0.97,13,"Adverb","r"
"pitiless",0,2,1.26,1,27,0.96,6,"Adjective","a"
"pitilessly",0,1.38,0.7,2,28,0.93,2,"Adverb","r"
"pitted",0,3.43,1.4,0,28,1,11,"Verb","v"
"pitting",0,3.75,1.22,3,27,0.89,12,"Verb","v"
"pituitary",0,3.33,1.52,2,26,0.92,32,"Noun","n"
"pity",0,1.87,1.14,0,30,1,1199,"Noun","n"
"pitying",0,1.79,0.9,0,29,1,10,"Verb","v"
"pityingly",0,2.12,1.27,3,28,0.89,0,"#N/A","f"
"pivot",0,3.72,1.31,0,29,1,23,"Verb","v"
"pivotal",0,2,1.05,0,30,1,44,"Adjective","a"
"pixel",0,3.93,1.11,1,28,0.96,7,"Noun","n"
"pixie",0,3.89,1.5,1,28,0.96,42,"Noun","n"
"pixilated",0,3.75,1.32,1,29,0.97,15,"Verb","v"
"pixilation",0,3.09,1.6,4,26,0.85,0,"#N/A","f"
"pizza",0,5,0,0,28,1,1709,"Noun","n"
"pizzazz",0,1.8,1.3,0,30,1,29,"Noun","n"
"pizzeria",0,4.56,1.16,0,25,1,21,"Noun","n"
"placard",0,4.46,1.26,1,29,0.97,6,"Noun","n"
"placate",0,2.21,1.2,1,29,0.97,19,"Verb","v"
"place",0,3.48,1.57,0,29,1,30736,"Noun","n"
"place mat",1,5,0,0,29,1,0,"#N/A","f"
"placebo",0,3.17,1.56,0,30,1,37,"Noun","n"
"placeholder",0,3.66,1.29,1,30,0.97,5,"Noun","n"
"placeless",0,1.5,0.91,2,28,0.93,0,"#N/A","f"
"placemat",0,4.87,0.43,0,30,1,0,"#N/A","f"
"placement",0,3.07,1.52,0,27,1,98,"Noun","n"
"placenta",0,4.79,0.77,0,29,1,24,"Noun","n"
"placid",0,2,1.3,0,26,1,29,"Adjective","a"
"placidly",0,2.14,1.24,0,28,1,0,"#N/A","f"
"placidness",0,2.28,1.22,1,30,0.97,0,"#N/A","f"
"plagiarism",0,2.59,1.34,0,27,1,18,"Noun","n"
"plagiarist",0,3.35,1.35,3,29,0.9,1,"Noun","n"
"plagiaristic",0,2.03,1.12,1,30,0.97,0,"#N/A","f"
"plagiarize",0,3.04,1.37,0,28,1,2,"Verb","v"
"plagiarizer",0,2.7,1.23,1,28,0.96,0,"#N/A","f"
"plague",0,3.41,1.18,0,29,1,424,"Noun","n"
"plagued",0,2.76,1.46,0,29,1,95,"Verb","v"
"plaid",0,4.23,1.28,0,30,1,82,"Noun","n"
"plain",0,2.26,1.29,0,31,1,1113,"Adjective","a"
"plainclothes",0,3.93,1.3,2,29,0.93,28,"Noun","n"
"plainclothesman",0,4.08,1.06,3,29,0.9,1,"Noun","n"
"plainer",0,2.59,1.67,2,29,0.93,5,"Adverb","r"
"plainly",0,2.31,1.2,0,29,1,95,"Adverb","r"
"plainness",0,2.43,1.31,0,23,1,2,"Noun","n"
"plainswoman",0,4.16,1.14,2,27,0.93,0,"#N/A","f"
"plaintiff",0,3.9,1.35,0,31,1,187,"Noun","n"
"plaintive",0,1.92,1.26,4,29,0.86,6,"Adjective","a"
"plaintively",0,1.62,0.74,3,24,0.88,1,"Adverb","r"
"plan",0,3.4,1.4,0,30,1,7432,"Noun","n"
"plane",0,4.92,0.4,0,25,1,4872,"Noun","n"
"plane ticket",1,4.87,0.51,0,30,1,0,"#N/A","f"
"planet",0,4.58,1.14,0,24,1,1975,"Noun","n"
"planetarium",0,4.55,0.83,0,29,1,20,"Noun","n"
"planetary",0,2.89,1.37,1,29,0.97,55,"Adjective","a"
"plank",0,5,0,0,29,1,104,"Noun","n"
"planking",0,4.48,0.98,2,29,0.93,2,"Noun","n"
"plankton",0,4.66,0.72,0,29,1,80,"Noun","n"
"planner",0,3.61,1.47,0,28,1,83,"Noun","n"
"plant",0,4.76,0.83,0,29,1,1408,"Noun","n"
"plantain",0,4.42,1.25,4,28,0.86,1,"Noun","n"
"plantation",0,4.5,0.79,0,28,1,170,"Noun","n"
"planter",0,4.61,0.92,1,29,0.97,32,"Noun","n"
"planting",0,3.63,1.33,0,27,1,108,"Verb","v"
"plantlike",0,3.32,1.36,0,28,1,0,"#N/A","f"
"plaque",0,4.7,0.72,0,27,1,106,"Noun","n"
"plasma",0,4.17,1.07,1,30,0.97,254,"Noun","n"
"plaster",0,4.59,0.8,0,27,1,134,"Noun","n"
"plaster cast",1,4.85,0.46,0,27,1,0,"#N/A","f"
"plasterboard",0,4.85,0.6,0,27,1,0,"#N/A","f"
"plasterer",0,4.3,1.1,1,28,0.96,6,"Noun","n"
"plastering",0,4.48,0.75,0,27,1,8,"Verb","v"
"plasterwork",0,4.24,1.06,0,29,1,0,"#N/A","f"
"plastic",0,4.79,0.57,1,29,0.97,957,"Noun","n"
"plastic bag",1,4.86,0.59,0,28,1,0,"#N/A","f"
"plastic film",1,4.9,0.4,0,30,1,0,"#N/A","f"
"plastic surgery",1,4.09,1.02,0,22,1,0,"#N/A","f"
"plastically",0,2.42,1.45,3,29,0.9,0,"#N/A","f"
"plasticity",0,2.44,1.31,2,29,0.93,4,"Noun","n"
"plastics",0,4.58,0.76,0,31,1,52,"Noun","n"
"plate",0,4.77,0.68,0,30,1,1308,"Noun","n"
"plateau",0,4.31,1.17,0,29,1,29,"Noun","n"
"plated",0,3.86,0.95,1,30,0.97,8,"Verb","v"
"plateful",0,3.62,1.47,2,26,0.92,3,"Noun","n"
"platelet",0,4.21,1.35,3,27,0.89,5,"Noun","n"
"platform",0,4.48,0.8,0,27,1,313,"Noun","n"
"plating",0,3.75,1.46,1,29,0.97,22,"Noun","n"
"platinum",0,4.44,1.01,0,27,1,123,"Noun","n"
"platonic",0,1.68,1.03,0,25,1,62,"Adjective","a"
"platonically",0,1.92,1.35,2,28,0.93,3,"Adverb","r"
"platoon",0,4.48,0.99,0,29,1,368,"Noun","n"
"platter",0,4.93,0.38,1,28,0.96,149,"Noun","n"
"platypus",0,4.83,0.6,1,30,0.97,3,"Noun","n"
"plausibility",0,1.43,0.73,0,30,1,4,"Noun","n"
"plausible",0,1.77,0.9,0,30,1,83,"Adjective","a"
"plausibly",0,1.74,0.94,1,28,0.96,0,"#N/A","f"
"play",0,3.24,1.3,0,25,1,18081,"Verb","v"
"play around",1,2.23,1.37,0,26,1,0,"#N/A","f"
"play dough",1,4.68,0.99,0,25,1,0,"#N/A","f"
"play down",1,2.24,1.42,3,28,0.89,0,"#N/A","f"
"play off",1,2.42,1.25,1,25,0.96,0,"#N/A","f"
"playability",0,1.96,0.84,2,27,0.93,0,"#N/A","f"
"playable",0,2.55,1.24,0,29,1,3,"Adjective","a"
"playact",0,3.04,1.24,4,29,0.86,1,"Noun","n"
"playback",0,3.43,1.48,1,29,0.97,75,"Noun","n"
"playbill",0,3.96,1.51,3,30,0.9,4,"Name","f"
"playbook",0,4.38,1.1,1,27,0.96,45,"Noun","n"
"playboy",0,3.36,1.42,0,28,1,216,"Noun","n"
"player",0,4.15,1.08,0,26,1,1926,"Noun","n"
"playfield",0,4.58,0.64,3,29,0.9,0,"#N/A","f"
"playful",0,2.63,1.45,0,30,1,59,"Adjective","a"
"playfully",0,2.36,1.34,1,29,0.97,8,"Adverb","r"
"playfulness",0,2.07,1.07,0,29,1,7,"Noun","n"
"playgirl",0,3.26,1.4,3,30,0.9,11,"Noun","n"
"playground",0,4.77,0.63,0,30,1,260,"Noun","n"
"playgroup",0,3.76,1.33,1,30,0.97,0,"#N/A","f"
"playhouse",0,4.72,0.59,0,29,1,33,"Noun","n"
"playing card",1,4.57,0.92,0,28,1,0,"#N/A","f"
"playlist",0,4,1.07,1,28,0.96,4,"Noun","n"
"playmaker",0,3.59,1.19,2,29,0.93,6,"Noun","n"
"playmaking",0,2.73,1.25,2,28,0.93,0,"#N/A","f"
"playmate",0,3.79,1.1,0,28,1,63,"Noun","n"
"playoff",0,3.48,1.35,0,29,1,31,"Noun","n"
"playoffs",0,3.17,1.44,0,23,1,83,"Noun","n"
"playpen",0,4.76,0.58,0,29,1,35,"Noun","n"
"playroom",0,4.71,0.46,0,28,1,41,"Noun","n"
"playschool",0,3.5,1.36,3,29,0.9,0,"#N/A","f"
"playset",0,4.7,0.61,2,29,0.93,0,"#N/A","f"
"playstation",0,4.89,0.42,0,28,1,0,"#N/A","f"
"playsuit",0,3.96,1.3,3,27,0.89,1,"Noun","n"
"plaything",0,3.68,1.33,1,29,0.97,25,"Noun","n"
"playtime",0,3.52,1.43,0,29,1,48,"Noun","n"
"playwright",0,3.56,1.58,1,28,0.96,72,"Noun","n"
"playwriting",0,3.33,1.39,1,28,0.96,3,"Noun","n"
"plaza",0,4.44,1.05,0,27,1,301,"Noun","n"
"plea",0,2.39,1.23,1,29,0.97,349,"Noun","n"
"plead",0,2.59,1.45,0,29,1,357,"Verb","v"
"pleader",0,3.59,0.89,3,30,0.9,1,"Noun","n"
"pleading",0,2.6,1.43,0,30,1,116,"Verb","v"
"pleadingly",0,1.69,0.84,1,27,0.96,0,"#N/A","f"
"pleasant",0,1.55,0.91,0,29,1,1072,"Adjective","a"
"pleasantly",0,2.04,1.31,0,26,1,52,"Adverb","r"
"pleasantness",0,2,1.1,0,26,1,1,"Noun","n"
"pleasantry",0,2.56,1.26,2,27,0.93,2,"Noun","n"
"please",0,1.64,1.04,0,25,1,56149,"Adverb","r"
"pleased",0,2.37,1.13,0,30,1,1455,"Adjective","a"
"pleaser",0,2.38,1.42,1,27,0.96,8,"Noun","n"
"pleasing",0,2.56,1.53,0,27,1,79,"Adjective","a"
"pleasingly",0,2.17,1.34,0,30,1,2,"Adverb","r"
"pleasurable",0,2.52,1.4,0,29,1,38,"Adjective","a"
"pleasurably",0,2.4,1.35,0,30,1,0,"#N/A","f"
"pleasure",0,2.04,1.26,0,27,1,4118,"Noun","n"
"pleasuring",0,1.93,1.07,0,27,1,5,"Verb","v"
"pleat",0,4.62,0.75,2,28,0.93,3,"Noun","n"
"pleated",0,4.33,1.04,2,29,0.93,4,"Adjective","a"
"pledge",0,2.61,1.37,0,28,1,351,"Noun","n"
"plentiful",0,2.11,1.2,0,28,1,15,"Adjective","a"
"plentifully",0,2.37,1.28,1,28,0.96,1,"Adverb","r"
"plenty",0,2.39,1.5,0,28,1,3178,"Pronoun","f"
"plethora",0,2.38,1.35,2,31,0.94,19,"Noun","n"
"plexiglas",0,4.8,0.58,2,27,0.93,15,"#N/A","f"
"plexiglass",0,4.42,1.21,2,26,0.92,2,"#N/A","f"
"pliability",0,2.74,1.43,1,28,0.96,1,"Noun","n"
"pliable",0,3.58,1.47,1,27,0.96,7,"Adjective","a"
"pliancy",0,1.88,1.2,4,29,0.86,0,"#N/A","f"
"pliant",0,2.15,1.26,3,30,0.9,0,"#N/A","f"
"pliers",0,4.93,0.26,0,28,1,59,"Noun","n"
"plight",0,2.04,1.4,4,30,0.87,63,"Noun","n"
"plod",0,3.2,1.32,1,26,0.96,5,"Verb","v"
"plodding",0,2.64,1.32,3,28,0.89,6,"Verb","v"
"plop",0,3.48,1.42,1,28,0.96,43,"Verb","v"
"plot",0,3.14,1.46,0,29,1,591,"Noun","n"
"plotline",0,2.54,1.39,2,28,0.93,0,"#N/A","f"
"plotted",0,2.41,1.3,0,29,1,52,"Verb","v"
"plotter",0,3.38,1.42,2,28,0.93,4,"Noun","n"
"plotting",0,2.41,1.12,0,29,1,90,"Verb","v"
"plough",0,3.88,1.56,4,30,0.87,54,"Verb","v"
"plow",0,4.46,1.07,0,26,1,96,"Noun","n"
"plower",0,4.04,1.27,3,27,0.89,0,"#N/A","f"
"plowing",0,4.31,1.17,0,29,1,33,"Verb","v"
"plowman",0,4.25,1.11,2,30,0.93,3,"Name","f"
"ploy",0,2.21,1.15,0,29,1,78,"Noun","n"
"pluck",0,4,1.02,0,24,1,118,"Verb","v"
"plucked",0,3.52,1.48,0,27,1,65,"Verb","v"
"plucker",0,3.48,1.29,3,28,0.89,3,"#N/A","f"
"pluckiness",0,2.23,1.19,4,26,0.85,0,"#N/A","f"
"plug",0,4.64,0.64,0,25,1,531,"Noun","n"
"plug in",1,3.97,1.32,0,29,1,0,"#N/A","f"
"pluggable",0,3.3,1.49,1,28,0.96,0,"#N/A","f"
"plugged",0,3.59,1.35,0,29,1,112,"Verb","v"
"plugging",0,3.2,1.49,0,30,1,41,"Verb","v"
"plum",0,4.85,0.77,0,27,1,174,"Noun","n"
"plum pudding",1,4.74,0.71,0,27,1,0,"#N/A","f"
"plumage",0,3.93,1.33,0,29,1,9,"Noun","n"
"plumb",0,3.68,1.28,0,28,1,86,"Adverb","r"
"plumber",0,4.63,0.85,0,30,1,229,"Noun","n"
"plumbing",0,4.24,1.21,0,29,1,247,"Noun","n"
"plume",0,4,1.21,3,30,0.9,24,"Noun","n"
"plumed",0,3.55,1.32,3,23,0.87,1,"Adjective","a"
"plummet",0,3.12,1.39,0,25,1,21,"Verb","v"
"plummeted",0,3.34,1.49,0,29,1,12,"Verb","v"
"plump",0,4,1.11,1,28,0.96,75,"Adjective","a"
"plumper",0,2.79,1.38,3,27,0.89,3,"Noun","n"
"plumping",0,3.12,1.36,4,29,0.86,0,"#N/A","f"
"plumpish",0,2.56,1.26,2,27,0.93,0,"#N/A","f"
"plumpness",0,3,1.31,0,29,1,0,"#N/A","f"
"plumps",0,3.1,1.33,3,23,0.87,0,"#N/A","f"
"plunder",0,3.11,1.4,0,27,1,43,"Verb","v"
"plunderer",0,3,1.39,0,28,1,0,"#N/A","f"
"plundering",0,3.04,1.35,0,28,1,8,"Verb","v"
"plunge",0,3.04,1.35,0,28,1,114,"Noun","n"
"plunger",0,4.96,0.2,0,26,1,48,"Adjective","a"
"plunging",0,3.32,1.22,0,28,1,23,"Verb","v"
"plural",0,2.59,1.64,0,29,1,49,"Noun","n"
"pluralism",0,1.79,0.93,2,26,0.92,1,"Noun","n"
"pluralistic",0,2.27,1.37,4,30,0.87,1,"Adjective","a"
"plurality",0,2.54,1.23,1,29,0.97,1,"Noun","n"
"pluralization",0,2,1.06,2,28,0.93,0,"#N/A","f"
"pluralize",0,1.96,1.11,4,30,0.87,0,"#N/A","f"
"plus",0,3,1.58,0,29,1,2399,"Preposition","f"
"plus sign",1,4.61,0.74,0,28,1,0,"#N/A","f"
"plush",0,2.96,1.22,2,28,0.93,28,"Adjective","a"
"plushy",0,3.3,1.49,2,29,0.93,2,"Adjective","a"
"plutonium",0,4.3,1.38,0,27,1,100,"Noun","n"
"ply",0,3.31,1.46,2,28,0.93,16,"Verb","v"
"plywood",0,4.82,0.77,2,30,0.93,23,"Noun","n"
"pneumatic",0,2.81,1.41,1,27,0.96,22,"Adjective","a"
"pneumatically",0,2.04,1.4,4,29,0.86,0,"#N/A","f"
"pneumonia",0,3.83,1.44,0,23,1,257,"Noun","n"
"pneumonic",0,2.54,1.28,3,27,0.89,9,"Adjective","a"
"poach",0,3.38,1.45,0,29,1,17,"Verb","v"
"poacher",0,4,1.26,2,27,0.93,26,"Noun","n"
"pocket",0,4.68,0.82,0,28,1,1821,"Noun","n"
"pocket calculator",1,4.97,0.18,0,30,1,0,"#N/A","f"
"pocket knife",1,4.97,0.19,0,29,1,0,"#N/A","f"
"pocket watch",1,4.97,0.19,0,29,1,0,"#N/A","f"
"pocketbook",0,5,0,1,28,0.96,76,"Noun","n"
"pocketed",0,3.41,1.42,0,27,1,7,"Verb","v"
"pocketful",0,3.93,1.05,0,28,1,21,"Noun","n"
