"Word","Bigram","Conc.M","Conc.SD","Unknown","Total","Percent_known","SUBTLEX","Dom_Pos","Dom_Pos_s"
"cupbearer",0,4.07,1.07,1,28,0.96,0,"#N/A","f"
"cupboard",0,4.79,0.62,0,29,1,127,"Noun","n"
"cupcake",0,5,0,0,30,1,167,"Noun","n"
"cupful",0,4.04,1.43,2,26,0.92,1,"Adjective","a"
"cupid",0,3.56,1.55,0,27,1,128,"Name","f"
"cupped",0,3.48,1.47,0,23,1,5,"Verb","v"
"cupping",0,3.74,1.2,2,29,0.93,9,"Verb","v"
"curability",0,2,1.07,0,27,1,0,"#N/A","f"
"curable",0,2.53,1.53,0,30,1,13,"Adjective","a"
"curate",0,2.42,1.36,3,29,0.9,5,"Noun","n"
"curative",0,1.7,0.93,4,27,0.85,11,"Adjective","a"
"curator",0,3.81,1.36,1,27,0.96,47,"Noun","n"
"curb",0,4.68,0.63,0,25,1,209,"Noun","n"
"curbing",0,2.76,1.54,4,29,0.86,6,"Verb","v"
"curbside",0,4.17,1.04,0,29,1,7,"Noun","n"
"curbstone",0,4.16,1.4,3,28,0.89,3,"Noun","n"
"curd",0,4.19,1.23,2,28,0.93,22,"Noun","n"
"curdle",0,3.65,1.35,0,26,1,9,"Verb","v"
"curdled",0,3.85,1.46,3,29,0.9,8,"Adjective","a"
"cure",0,2.41,1.38,0,29,1,1063,"Noun","n"
"cureless",0,2,1.29,4,28,0.86,1,"Adjective","a"
"curer",0,2.67,1.18,3,30,0.9,0,"#N/A","f"
"curfew",0,2.73,1.44,0,30,1,234,"Noun","n"
"curing",0,2.64,1.22,1,23,0.96,48,"Verb","v"
"curiosity",0,1.61,0.96,0,28,1,435,"Noun","n"
"curious",0,1.75,1.29,0,28,1,1337,"Adjective","a"
"curiously",0,1.57,0.9,0,30,1,35,"Adverb","r"
"curiousness",0,1.78,1.12,0,27,1,0,"#N/A","f"
"curl",0,4.38,0.98,0,26,1,120,"Verb","v"
"curl up",1,3.81,1.41,0,26,1,0,"#N/A","f"
"curled",0,3.67,1.41,0,27,1,47,"Verb","v"
"curler",0,4.13,1.25,0,30,1,5,"Noun","n"
"curliness",0,3.29,1.56,1,29,0.97,0,"#N/A","f"
"curling",0,4.04,0.88,0,28,1,49,"Noun","n"
"curling iron",1,4.85,0.46,0,27,1,0,"#N/A","f"
"curly",0,4.41,1.08,0,27,1,294,"Name","f"
"currant",0,3.74,1.65,3,30,0.9,2,"Noun","n"
"currency",0,4.25,0.89,0,28,1,186,"Noun","n"
"current",0,3.16,1.62,1,26,0.96,869,"Adjective","a"
"current account",1,2.96,1.3,2,25,0.92,0,"#N/A","f"
"currently",0,2.14,1.25,0,29,1,351,"Adverb","r"
"curricular",0,2.77,1.45,2,28,0.93,3,"Adjective","a"
"curriculum",0,3.23,1.43,0,30,1,70,"Noun","n"
"curried",0,3.19,1.33,3,29,0.9,3,"Adjective","a"
"curry",0,4.84,0.37,0,25,1,124,"Noun","n"
"curry powder",1,4.63,0.79,0,27,1,0,"#N/A","f"
"curse",0,2.39,1.34,0,28,1,929,"Noun","n"
"cursed",0,1.96,1.2,0,28,1,377,"Verb","v"
"cursedly",0,1.7,0.82,3,30,0.9,0,"#N/A","f"
"curser",0,4.21,1.15,2,31,0.94,0,"#N/A","f"
"cursive",0,3.96,1.32,0,28,1,4,"Adjective","a"
"cursor",0,4.33,1,0,27,1,3,"Noun","n"
"cursory",0,2.12,1.39,4,29,0.86,15,"Adjective","a"
"curt",0,2.35,1.27,4,27,0.85,136,"Adjective","a"
"curtail",0,2.76,1.59,3,28,0.89,6,"Verb","v"
"curtailed",0,2.65,1.32,3,29,0.9,4,"Verb","v"
"curtailment",0,2.2,1.41,3,28,0.89,1,"Noun","n"
"curtain",0,4.82,0.48,0,28,1,525,"Noun","n"
"curtly",0,2.48,1.24,0,29,1,0,"#N/A","f"
"curtness",0,2.23,1.23,4,26,0.85,0,"#N/A","f"
"curtsy",0,4.18,1.12,1,29,0.97,29,"Noun","n"
"curvaceous",0,3.37,1.28,0,27,1,6,"Adjective","a"
"curvature",0,2.93,1.58,0,29,1,12,"Noun","n"
"curve",0,4.41,1.01,0,27,1,235,"Noun","n"
"curve ball",1,3.71,1.38,0,28,1,0,"#N/A","f"
"curveball",0,4.26,0.81,0,27,1,17,"Noun","n"
"curved",0,3.35,1.35,0,26,1,31,"Adjective","a"
"curvedness",0,3.12,1.45,2,27,0.93,0,"#N/A","f"
"curvy",0,3.33,1.32,0,30,1,10,"Adjective","a"
"cushion",0,4.68,0.67,0,28,1,110,"Noun","n"
"cushioned",0,3.79,1.4,0,28,1,5,"Verb","v"
"cushiony",0,3.15,1.26,2,28,0.93,0,"#N/A","f"
"cushy",0,2.34,1.32,0,29,1,36,"Adjective","a"
"cusp",0,2.74,1.16,1,28,0.96,14,"Noun","n"
"cuss",0,3.14,1.51,2,30,0.93,54,"Noun","n"
"cussed",0,3.31,1.42,1,30,0.97,8,"Verb","v"
"custard",0,4.85,0.46,1,27,0.96,64,"Noun","n"
"custodial",0,2.12,1.31,2,28,0.93,20,"Adjective","a"
"custodian",0,4.64,0.83,0,28,1,49,"Noun","n"
"custodianship",0,2.41,1.28,2,29,0.93,2,"Noun","n"
"custody",0,3.03,1.4,0,29,1,982,"Noun","n"
"custom",0,2.68,1.39,0,28,1,316,"Noun","n"
"customarily",0,1.58,1.06,1,27,0.96,3,"Adverb","r"
"customariness",0,1.39,0.72,2,25,0.92,0,"#N/A","f"
"customary",0,1.85,1.17,0,27,1,111,"Adjective","a"
"customer",0,3.82,1.12,0,28,1,775,"Noun","n"
"customize",0,2.93,1.23,0,30,1,4,"Verb","v"
"customized",0,2.81,1.39,1,28,0.96,31,"Adjective","a"
"customizer",0,2.69,1.46,2,28,0.93,1,"Noun","n"
"customs",0,2.82,1.47,0,28,1,326,"Noun","n"
"cut",0,4.55,0.69,0,29,1,11718,"Verb","v"
"cut back",1,2.48,1.25,1,28,0.96,0,"#N/A","f"
"cut down",1,3.44,1.42,0,25,1,0,"#N/A","f"
"cut glass",1,4.87,0.43,0,30,1,0,"#N/A","f"
"cut in",1,3,1.3,2,23,0.91,0,"#N/A","f"
"cut into",1,4.29,0.94,0,28,1,0,"#N/A","f"
"cut off",1,3.39,1.34,0,28,1,0,"#N/A","f"
"cut short",1,3.12,1.21,1,27,0.96,0,"#N/A","f"
"cut through",1,3.66,1.32,2,31,0.94,0,"#N/A","f"
"cut up",1,3.4,1.3,0,30,1,0,"#N/A","f"
"cutaway",0,2.88,1.59,2,27,0.93,4,"Noun","n"
"cutback",0,2.88,1.45,2,28,0.93,17,"Noun","n"
"cute",0,2.76,1.5,0,29,1,4475,"Adjective","a"
"cutely",0,2.18,1.22,2,30,0.93,0,"#N/A","f"
"cuteness",0,2.59,1.28,0,27,1,18,"Noun","n"
"cutesy",0,2.09,1.02,3,25,0.88,14,"Adjective","a"
"cuticle",0,4.94,0.25,0,31,1,19,"Noun","n"
"cutie",0,2.89,1.58,1,28,0.96,147,"Noun","n"
"cutlass",0,4.2,1.29,3,28,0.89,26,"Noun","n"
"cutlery",0,4.75,0.52,0,28,1,18,"Noun","n"
"cutlet",0,4.52,1.01,3,30,0.9,18,"Noun","n"
"cutoff",0,3.62,1.57,0,29,1,30,"Noun","n"
"cutout",0,3.81,1.36,0,26,1,15,"Noun","n"
"cutter",0,4.07,1.07,1,30,0.97,239,"Noun","n"
"cutthroat",0,2.55,1.48,0,29,1,42,"Noun","n"
"cutting",0,4.11,1.28,0,27,1,1126,"Verb","v"
"cutting board",1,4.71,0.94,0,28,1,0,"#N/A","f"
"cutting edge",1,2.44,1.48,0,27,1,0,"#N/A","f"
"cuttingly",0,1.81,0.94,1,27,0.96,0,"#N/A","f"
"cuttlefish",0,4.23,1.48,3,25,0.88,10,"Noun","n"
"cyan",0,4.04,1.33,3,26,0.88,9,"Noun","n"
"cyanide",0,4.32,1.16,0,28,1,92,"Noun","n"
"cyberbullying",0,2.85,1.29,1,27,0.96,0,"#N/A","f"
"cybernetic",0,2.65,1.29,2,28,0.93,17,"Adjective","a"
"cybersex",0,3.21,1.29,0,28,1,7,"Noun","n"
"cyberspace",0,2.54,1.39,3,29,0.9,24,"Noun","n"
"cyborg",0,3.88,1.3,2,26,0.92,30,"#N/A","f"
"cycle",0,3.64,1.58,0,25,1,300,"Noun","n"
"cyclic",0,2.7,1.49,1,28,0.96,9,"Adjective","a"
"cyclical",0,2.25,0.94,3,27,0.89,8,"Adjective","a"
"cyclically",0,2.61,1.42,1,29,0.97,0,"#N/A","f"
"cycling",0,4.24,1.15,0,29,1,20,"Verb","v"
"cyclist",0,4.84,0.37,0,25,1,5,"Noun","n"
"cyclone",0,4.48,0.82,0,25,1,24,"Noun","n"
"cyclonic",0,2.82,1.54,2,30,0.93,0,"#N/A","f"
"cylinder",0,4.64,0.86,0,25,1,80,"Noun","n"
"cylindrical",0,3.54,1.53,0,28,1,8,"Adjective","a"
"cylindrically",0,3.38,1.24,4,28,0.86,0,"#N/A","f"
"cymbal",0,4.92,0.28,1,25,0.96,13,"Adjective","a"
"cymbalist",0,4.3,1.23,2,29,0.93,0,"#N/A","f"
"cymbals",0,4.88,0.43,1,27,0.96,24,"Noun","n"
"cynic",0,2.64,1.25,1,29,0.97,56,"Noun","n"
"cynical",0,1.64,0.99,0,28,1,187,"Adjective","a"
"cynically",0,1.53,0.97,0,30,1,6,"Adverb","r"
"cynicism",0,1.78,1.22,2,29,0.93,46,"Noun","n"
"cypress",0,4.76,0.6,3,28,0.89,38,"Name","f"
"cyst",0,4.23,1.19,0,30,1,22,"Noun","n"
"cytoplasm",0,3.64,1.41,1,26,0.96,4,"Noun","n"
"cytoplast",0,3.65,1.67,2,28,0.93,0,"#N/A","f"
"czar",0,4.14,1.25,0,29,1,35,"Noun","n"
"dab",0,3.6,1.29,0,25,1,57,"Noun","n"
"dabble",0,2.17,0.94,1,24,0.96,29,"Verb","v"
"dabbler",0,2.68,1.32,3,25,0.88,1,"Noun","n"
"dabbling",0,2.04,1.32,0,27,1,14,"Verb","v"
"dachshund",0,4.67,0.83,1,28,0.96,18,"Noun","n"
"dad",0,4.29,1.12,0,28,1,25870,"Noun","n"
"daddy",0,4.24,1.33,0,25,1,9439,"Noun","n"
"daffodil",0,4.96,0.19,0,27,1,10,"Noun","n"
"daft",0,2.42,1.33,2,28,0.93,68,"Adjective","a"
"dagger",0,4.96,0.19,0,27,1,251,"Noun","n"
"daggered",0,2.92,1.35,4,28,0.86,1,"Verb","v"
"daggers",0,4.72,0.59,1,30,0.97,61,"Noun","n"
"daily",0,3.15,1.61,0,27,1,797,"Adjective","a"
"daintily",0,2.75,1.14,1,29,0.97,3,"Adverb","r"
"daintiness",0,1.92,1.06,1,27,0.96,3,"Noun","n"
"dainty",0,2.33,1.2,1,25,0.96,61,"Adjective","a"
"daiquiri",0,4.62,0.9,3,29,0.9,41,"Noun","n"
"dairy",0,4.45,0.83,0,29,1,142,"Noun","n"
"dairy farm",1,4.86,0.59,0,28,1,0,"#N/A","f"
"dairymaid",0,4.35,1.13,2,28,0.93,0,"#N/A","f"
"dairyman",0,4.7,0.61,1,28,0.96,0,"#N/A","f"
"dairywoman",0,4.36,0.81,3,28,0.89,0,"#N/A","f"
"daisy",0,5,0,1,28,0.96,689,"Name","f"
"daisy chain",1,4.14,0.99,3,25,0.88,0,"#N/A","f"
"dally",0,2.39,1.13,2,30,0.93,39,"Adverb","r"
"dallying",0,2.04,0.84,1,29,0.97,2,"Verb","v"
"dalmatian",0,4.81,0.8,0,26,1,37,"#N/A","f"
"dam",0,4.88,0.59,2,28,0.93,293,"Noun","n"
"damage",0,3.2,1.29,0,25,1,1686,"Noun","n"
"damageability",0,2.58,1.36,2,28,0.93,0,"#N/A","f"
"damageable",0,2.72,1.44,1,30,0.97,0,"#N/A","f"
"damages",0,3.12,1.34,0,26,1,203,"Noun","n"
"damagingly",0,1.83,1.07,4,27,0.85,0,"#N/A","f"
"dame",0,3.73,1.28,0,30,1,702,"Noun","n"
"damn",0,2,1.21,1,28,0.96,14460,"Adjective","a"
"damnable",0,1.88,1.14,3,29,0.9,15,"Adjective","a"
"damnably",0,1.6,0.87,4,29,0.86,3,"Adverb","r"
"damnation",0,1.56,0.89,1,28,0.96,67,"Noun","n"
"damned",0,1.8,1.32,0,30,1,898,"Verb","v"
"damningly",0,2,0.96,3,30,0.9,0,"#N/A","f"
"damp",0,3.81,1.3,0,27,1,149,"Adjective","a"
"damped",0,3.16,1.21,3,28,0.89,0,"#N/A","f"
"dampen",0,3.25,1.21,0,28,1,16,"Verb","v"
"damper",0,3.13,1.41,0,30,1,43,"Noun","n"
"damping",0,2.92,1.22,4,29,0.86,8,"Noun","n"
"damply",0,3,1.17,1,27,0.96,0,"#N/A","f"
"dampness",0,4.15,1.06,1,28,0.96,7,"Noun","n"
"damsel",0,3.88,1.42,1,25,0.96,45,"Noun","n"
"dance",0,4.32,1.22,0,28,1,7550,"Verb","v"
"dance floor",1,4.85,0.36,0,27,1,0,"#N/A","f"
"dance hall",1,4.72,0.65,0,29,1,0,"#N/A","f"
"dance music",1,3.88,1.3,0,25,1,0,"#N/A","f"
"danceable",0,2.4,1.35,3,28,0.89,4,"Adjective","a"
"dancefloor",0,4.97,0.19,0,29,1,0,"#N/A","f"
"dancehall",0,4.3,1.07,1,28,0.96,0,"#N/A","f"
"dancer",0,4.75,0.52,0,28,1,831,"Noun","n"
"dancing",0,4.3,1.07,0,27,1,2774,"Verb","v"
"dancingly",0,2.67,1.27,4,28,0.86,0,"#N/A","f"
"dandelion",0,5,0,0,29,1,15,"Noun","n"
"dander",0,4,1.34,0,29,1,15,"Noun","n"
"dandily",0,1.82,0.82,2,30,0.93,0,"#N/A","f"
"dandruff",0,4.79,0.69,0,28,1,41,"Noun","n"
"dandy",0,2.73,1.48,0,30,1,224,"Noun","n"
"danger",0,2.68,1.22,0,25,1,2227,"Noun","n"
"dangerous",0,2.13,1.26,0,31,1,3817,"Adjective","a"
"dangerously",0,2.24,1.24,0,29,1,83,"Adverb","r"
"dangerousness",0,2.08,1.21,4,28,0.86,1,"Noun","n"
"dangle",0,3.36,1.15,1,26,0.96,68,"Verb","v"
"dangler",0,3.25,1.45,3,27,0.89,14,"Noun","n"
"dangling",0,3.52,1.45,0,25,1,66,"Verb","v"
"dankness",0,2.84,1.37,3,28,0.89,0,"#N/A","f"
"dapper",0,2.68,1.44,3,28,0.89,28,"Adjective","a"
"dare",0,2.28,1.36,0,29,1,2826,"Verb","v"
"daredevil",0,3.76,1.27,0,29,1,33,"Noun","n"
"daredevilry",0,2.41,1.15,3,30,0.9,0,"#N/A","f"
"darer",0,3.38,1.53,4,28,0.86,1,"Noun","n"
"dares",0,2.16,1.21,0,25,1,123,"Verb","v"
"daresay",0,1.93,0.96,3,30,0.9,25,"Verb","v"
"daring",0,1.71,1.08,0,28,1,214,"Adjective","a"
"daringly",0,1.8,1,0,30,1,3,"Adverb","r"
"daringness",0,1.79,1.02,1,25,0.96,0,"#N/A","f"
"dark",0,4.29,1.15,0,28,1,4519,"Adjective","a"
"dark ages",1,2.33,1.27,0,27,1,0,"#N/A","f"
"dark glasses",1,4.72,0.84,0,25,1,0,"#N/A","f"
"dark horse",1,3.14,1.68,0,29,1,0,"#N/A","f"
"dark matter",1,3.19,1.36,1,27,0.96,0,"#N/A","f"
"darken",0,3.3,1.32,0,27,1,20,"Verb","v"
"darkened",0,3.48,1.31,0,27,1,40,"Adjective","a"
"darkener",0,2.96,1.4,3,26,0.88,0,"#N/A","f"
"darkening",0,3,1.59,0,27,1,10,"Verb","v"
"darkish",0,2.86,1.27,2,30,0.93,0,"#N/A","f"
"darkly",0,2.15,1.17,2,29,0.93,7,"Adverb","r"
"darkness",0,3.85,1.35,0,27,1,892,"Noun","n"
"darkroom",0,4.45,1.06,0,29,1,44,"Noun","n"
"darling",0,2.54,1.55,0,28,1,6613,"Noun","n"
"darlingness",0,2,0.96,4,29,0.86,0,"#N/A","f"
"darn",0,3,1.49,0,29,1,709,"Adjective","a"
"darned",0,2.7,1.37,0,30,1,113,"Adjective","a"
"darning",0,3.5,1.41,3,25,0.88,5,"Verb","v"
"dart",0,4.9,0.31,0,30,1,98,"Noun","n"
"dart board",1,4.71,0.76,0,28,1,0,"#N/A","f"
"dartboard",0,4.75,0.7,0,28,1,6,"Noun","n"
"darting",0,2.72,1.39,1,30,0.97,11,"Verb","v"
"dartingly",0,2.28,1.24,3,28,0.89,0,"#N/A","f"
"darts",0,4.83,0.48,0,24,1,100,"Noun","n"
"darwinism",0,2.39,1.37,1,29,0.97,16,"#N/A","f"
"dash",0,3.39,1.4,0,28,1,308,"Noun","n"
"dash off",1,3.26,1.48,3,30,0.9,0,"#N/A","f"
"dashboard",0,4.61,0.92,0,28,1,50,"Noun","n"
"dashed",0,3.17,1.34,3,27,0.89,46,"Verb","v"
"dashing",0,2.44,1.28,0,27,1,115,"Adjective","a"
"dashingly",0,1.92,0.84,0,26,1,1,"Adverb","r"
"dastardliness",0,2.17,1.2,3,27,0.89,0,"#N/A","f"
"dastardly",0,1.67,0.92,0,27,1,18,"Adjective","a"
"data",0,3.93,1.21,0,27,1,1306,"Noun","n"
"data file",1,4.85,0.46,0,26,1,0,"#N/A","f"
"data mining",1,3.32,1.28,3,28,0.89,0,"#N/A","f"
"databank",0,3.23,1.42,1,27,0.96,11,"Noun","n"
"database",0,4,0.93,0,29,1,290,"Noun","n"
"datable",0,2.04,1.2,4,28,0.86,2,"Adjective","a"
"dataflow",0,2.32,1.13,1,23,0.96,0,"#N/A","f"
"dataset",0,3.74,1.29,0,27,1,0,"#N/A","f"
"datasheet",0,4.67,0.78,1,28,0.96,0,"#N/A","f"
"date",0,3.9,1.21,0,29,1,7218,"Noun","n"
"datebook",0,4.77,0.56,0,31,1,5,"Noun","n"
"dateless",0,2.5,1.4,2,30,0.93,19,"Adjective","a"
"dateline",0,2.91,1.77,4,26,0.85,17,"Name","f"
"dating",0,2.32,1.12,0,28,1,1689,"Verb","v"
"daughter",0,4.79,0.5,0,28,1,8739,"Noun","n"
"daughterhood",0,2.43,1.35,2,30,0.93,0,"#N/A","f"
"daughterless",0,2.93,1.6,0,29,1,0,"#N/A","f"
"daughterly",0,2.27,1.4,3,29,0.9,1,"Adjective","a"
"daunt",0,1.83,1.13,3,27,0.89,2,"Verb","v"
"daunting",0,2.11,0.92,0,28,1,16,"Adjective","a"
"dauntingly",0,2.04,1.09,1,28,0.96,1,"Adverb","r"
"dauntless",0,2.19,1.11,3,30,0.9,7,"Adjective","a"
"dauntlessly",0,2.21,1.26,1,29,0.97,0,"#N/A","f"
"dawdle",0,2.22,1.15,3,30,0.9,30,"Verb","v"
"dawdler",0,3.08,1.53,1,25,0.96,0,"#N/A","f"
"dawdling",0,2.89,1.4,3,31,0.9,20,"Verb","v"
"dawn",0,4.46,1,0,28,1,1301,"Noun","n"
"dawning",0,2.31,1.28,1,30,0.97,38,"Noun","n"
"day",0,3.92,1.38,0,25,1,40893,"Noun","n"
"day care",1,4.55,0.69,0,29,1,0,"#N/A","f"
"day off",1,3.19,1.73,1,28,0.96,0,"#N/A","f"
"day shift",1,2.61,1.55,1,29,0.97,0,"#N/A","f"
"daybed",0,4.41,1.21,1,30,0.97,1,"Noun","n"
"daybook",0,4.85,0.37,4,30,0.87,3,"Noun","n"
"daybreak",0,4.21,0.92,0,28,1,70,"Noun","n"
"daycare",0,3.93,1.28,1,30,0.97,77,"Noun","n"
"daydream",0,2.79,1.5,0,29,1,49,"Verb","v"
"daydreamer",0,3.1,1.52,0,29,1,4,"Noun","n"
"daylight",0,4.1,1.11,0,29,1,488,"Noun","n"
"daylong",0,2.79,1.55,1,29,0.97,2,"Noun","n"
"dayroom",0,4.29,1.15,2,30,0.93,0,"#N/A","f"
"days",0,3.36,1.39,0,28,1,15592,"Noun","n"
"daytime",0,4.31,1.11,0,29,1,193,"Noun","n"
"daytimes",0,3.28,1.57,2,27,0.93,2,"Noun","n"
"daze",0,2.52,1.38,0,29,1,28,"Noun","n"
"dazed",0,2.44,1.12,0,27,1,38,"Verb","v"
"dazedly",0,2.19,1.18,1,28,0.96,0,"#N/A","f"
"dazedness",0,1.93,0.92,3,30,0.9,0,"#N/A","f"
"dazzle",0,2.52,1.24,0,29,1,51,"Verb","v"
"dazzler",0,2.97,1.13,0,30,1,1,"Noun","n"
"dazzling",0,2.1,1.03,0,30,1,66,"Adjective","a"
"dazzlingly",0,2.44,1.4,2,29,0.93,1,"Adverb","r"
"deacon",0,3.52,1.64,2,27,0.93,146,"Noun","n"
"deaconship",0,2.69,1.29,4,30,0.87,1,"Noun","n"
"deactivate",0,3,1.34,0,29,1,58,"Verb","v"
"deactivation",0,3.35,1.43,2,25,0.92,11,"Noun","n"
"deactivator",0,3.29,1.41,1,29,0.97,1,"Noun","n"
"dead",0,4.07,1.27,0,28,1,22898,"Adjective","a"
"dead air",1,1.9,1.18,2,31,0.94,0,"#N/A","f"
"dead end",1,4.2,1.13,0,30,1,0,"#N/A","f"
"dead on",1,2.28,1.36,0,29,1,0,"#N/A","f"
